"","X.1","Study_number","Site_ID","Latitude","Longitude","R","p_R","Q","p_Q","Ts_mean","Q10_Rs","obs","Q_Rh","p_Q_Rh","Q10_Rh","obs_Rh","Q_Ra","p_Q_Ra","Q10_Ra","obs_Ra","IGBP","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","warner_rs","Q10_diff","IGBP_FromPaper","X","ID","CLY","SLT","CEC","PHIKCL","BD","ORC","prec_mean","temp_mean","ai_resampled","et0_resampled","AGB","BGB","GPP","EVI","N_DEC","AM","EcM","ErM","NM","clay_temp_ratio","cec_clay_ratio","clay_silt_sum","Qa_Qh","elev_avg","nitrogen_avg","pred_avg","MAOC","POC","Qa.Qh","cec_clay_rati","C_N_rati","ALd","ALo","ALp","Fed","Feo","Fep","OC_Fe"
"77",77,6334,"GB-AHR-I",51.25,-0.75,0.60242124,0.0011,0.118588922,1e-04,10.00369565,3.27359647,11,0.11866486,1e-04,3.276083333,11,0.11866486,1e-04,3.276083333,11,"DBF","Forest","MF",0,"Cfb","Cf","T&B FOR",406.3222925,0,"DBF","",77,19,40,20,56,1161,28,786,1141,9271.246094,828.594970703125,30,1234,3163.49731445312,3633.08520507812,1.22723293304443,40,40,0,20,0.0166520595968449,1.05263157894737,59,1,96.7498321533203,307.771850585938,31.7966161773608,12.36097702,1.755907609,1,1.05263157894737,0.0909764812691397,NA,NA,NA,NA,NA,NA,NA
"78",78,6334,"GB-AHR-II",51.25,-0.75,0.709133894,0.017,0.094223937,0.0065,10.00369565,2.565720578,12,0.080912112,6e-04,2.245933209,12,0.103149627,0.0412,2.805260123,12,"DBF","Forest","MF",0,"Cfb","Cf","T&B FOR",406.3222925,0.559326914,"DBF","",78,19,40,20,56,1161,28,786,1141,9271.246094,828.594970703125,30,1234,3163.49731445312,3633.08520507812,1.22723293304443,40,40,0,20,0.0166520595968449,1.05263157894737,59,1.24903986982277,96.7498321533203,307.771850585938,31.7966161773608,12.36097702,1.755907609,1.24903986982277,1.05263157894737,0.0909764812691397,NA,NA,NA,NA,NA,NA,NA
"79",79,6334,"GB-AHR-III",51.25,-0.75,0.809339849,0.0232,0.088630492,0.0126,10.00369565,2.426148245,12,0.054765136,0.0511,1.729187006,12,0.11737051,0.0091,3.233952596,12,"DBF","Forest","MF",0,"Cfb","Cf","T&B FOR",406.3222925,1.50476559,"DBF","",79,19,40,20,56,1161,28,786,1141,9271.246094,828.594970703125,30,1234,3163.49731445312,3633.08520507812,1.22723293304443,40,40,0,20,0.0166520595968449,1.05263157894737,59,1.8702156474567,96.7498321533203,307.771850585938,31.7966161773608,12.36097702,1.755907609,1.8702156474567,1.05263157894737,0.0909764812691397,NA,NA,NA,NA,NA,NA,NA
"80",80,6372,"CA-AJB-MW",49.25,-78.75,1.907739977,0,0.085641218,0,4.78375,2.354697289,24,0.091805714,0,2.504419917,24,0.047185791,0.084,1.602969598,24,"ENF","Forest","EF",0,"Dfc","Df","T&B FOR",496.0165444,-0.901450319,"ENF","",80,17,28,49,42,561,217,864,39,11542.177734375,752.8876953,65,459,2257.92504882812,2581.78393554688,0.466285347938538,3,87,5,5,0.435897435897436,2.88235294117647,45,0.640056241015751,290.501068115234,520.0917969,137.852358579835,13.3438404,3.972613203,0.640056241015751,2.88235294117647,0.417234036960122,6.71961259841919,6.54143381118774,3.43460273742676,8.86845779418945,6.21583461761475,2.13769125938416,5.78017568588257
"81",81,6504,"DE-NEU",53.25,13.25,0.754217345,0,0.081143485,0,8.9155,2.251135708,60,0.074136358,0,2.098795434,60,0.10759682,0,2.932831085,60,"ENF","Forest","MF",0,"Cfb","Cf","T&B FOR",373.9993903,0.834035652,"ENF","",81,7,15,20,38,1124,102,576,976,7137.796875,788.342529296875,58,1020,3051.37548828125,3095.06079101562,1.60233116149902,24,70,1,5,0.00717213114754098,2.85714285714286,22,1.39738777657356,76.4995803833008,286.662384033203,77.1365815534131,9.099999142,1.792508971,1.39738777657356,2.85714285714286,0.355819269221544,3.0098135471344,2.21119213104248,1.77105557918549,7.53297138214111,4.0643949508667,0.993403315544128,3.7859935760498
"82",82,6511,"CN-GLS-BL",36.75,109.75,1.183571672,0.0092,0.057301725,0.0064,NA,1.773610406,20,0.036323365,0.0923,1.437971809,20,0.134719519,0.0033,3.846621335,20,"GRA","Grassland","GRA",0,"Dwa","Dsw","Grassland",310.0668817,2.408649526,"GRA","",82,17,47,16,60,1268,18,519,1159,3551.742188,1421.30407714844,20,1304,1405.29699707031,1783.27587890625,0.924082279205322,54,20,1,25,0.0146678170836928,0.941176470588235,64,2.67503250823466,1001.28839111328,77.5487976074219,26.9064756836008,4.118641595,2.079093234,2.67503250823466,0.941176470588235,0.232111916049583,0.928475260734558,1.96861922740936,0.763959467411041,8.4719066619873,2.30962681770325,0.484943807125092,0.75753927230835
"83",83,6548,"CN-YHS",29.75,103.75,0.263124949,5e-04,0.093498458,0,14.9475,2.547174182,12,0.070382644,5e-04,2.021472967,12,0.124138898,0,3.460416562,12,"MF","Forest","MF",0,"Cwa","Cw","T&B FOR",374.6866428,1.438943596,"MF","",83,25,44,17,50,1300,19,1437,2064,14753.4052734375,1023.61584472656,19,1270,3982.55810546875,2889.68237304688,1.39560878276825,70,0,0,30,0.0121124031007752,0.68,69,1.71182925445473,416.991912841797,153.856033325195,21.4918322638611,9.031735381,3.853546044,1.71182925445473,0.68,0.123492069757453,7.90158033370972,4.76119041442871,2.3532600402832,29.2487030029297,3.70737051963806,1.77050018310547,2.41631579399109
"84",84,6575,"DE-SPP-CK",50.25,12.25,0.223756836,0.0027,0.202803433,0,6.4165,7.599134251,40,0.219410807,0,8.971995082,40,0.17177665,0.0011,5.572069356,40,"WET","Forest","MF",0,"Cfb","Cf","T&B FOR",361.191587,-3.399925726,"WET","",84,15,42,24,48,989,72,701,789,9714.044922,753.973205566406,43,942,2933.091797,3058.49267578125,1.77724814414978,25,69,5,1,0.0190114068441065,1.6,57,0.621051316354255,646.996520996094,283.067626953125,65.3184528412133,11.26320122,1.843983915,0.621051316354255,1.6,0.254356179033934,8.3653450012207,4.59188604354858,2.35613322257996,13.0190286636353,4.38640642166138,1.25379705429077,4.46845006942749
"85",86,7100,"NL-OLD-19YR",52.75,6.25,0.260868848,2e-04,0.137262784,0,10.36315789,3.945705781,19,0.11063837,0,3.023405048,19,0.207703863,0.0046,7.980799776,16,"GRA","Grassland","GRA",0,"Cfb","Cf","Grassland",370.3272708,4.957394728,"GRA","",86,12,20,18,50,1034,79,780,1069,10772.3037109375,760.155334472656,66,1059,3349.63989257812,4542.47900390625,1.16350829601288,94,1,0,5,0.0112254443405051,1.5,32,2.63967270322557,0,412.455657958984,46.6556947496373,10.12758518,1.906266853,2.63967270322557,1.5,0.191535740813758,7.87924432754517,4.2382640838623,2.69652032852173,6.05448150634766,3.23148250579834,1.21521317958832,4.34973430633545
"86",87,7150,"CN-LZG-GRAZ",36.25,104.25,0.245159562,0.0059,0.078181438,4e-04,6.6525,2.185433871,12,0.078486841,0,2.192118457,12,0.079072612,0.0236,2.204996941,12,"GRA","Grassland","GRA",0,"BSk","B","Grassland",183.899524,0.012878483,"GRA","",87,18,46,27,65,1260,20,321,834,2504.23095703125,1226.55285644531,18,1317,545.227233886719,1120.27990722656,0.724814116954803,90,0,0,10,0.0215827338129496,1.5,64,1.00587490331961,1310.99719238281,79.2117462158203,26.5995169142212,7.375069124,1.532048351,1.00587490331961,1.5,0.252487805855308,NA,NA,NA,NA,NA,NA,1.50463533401489
"87",88,7289,"JP-FUJ",35.45,138.77,0.548332063,0,0.099747405,0,8.732083333,2.711424263,24,0.116359053,0,3.201407418,24,0.062725341,0,1.872460628,24,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",409.4080808,-1.32894679,"ENF","",88,19,43,29,44,1089,125,2047,832,19834.935546875,982.888427734375,66,999,4127.48681640625,3315.94067382812,0.994608521461487,40,56,1,3,0.0228365384615385,1.52631578947368,62,0.584886702477179,1257.22045898438,395.951629638672,99.4515540497984,4.896535843,3.601787443,0.584886702477179,1.52631578947368,0.315695126988288,9.51973152160645,7.34557342529297,4.03541326522827,17.7743034362793,5.75244855880737,2.764315366745,1.67387747764587
"88",89,7477,"CN-JS-FLN",32.75,119.75,0.774462444,0,0.068328724,0,11.49324324,1.980377019,37,0.092602614,0,2.524457377,37,0.041332199,0.0457,1.511831746,37,"CRO","Agriculture","CRO",0,"Cfa","Cf","Agriculture",469.6008382,-1.01262563,"CRO","",89,27,52,20,54,1255,30,971,1786,7553.16943359375,1268.37512207031,28,1217,3935.06420898438,3017.007813,1.43020021915436,30,0,0,70,0.0151175811870101,0.740740740740741,79,0.598873944069763,1,142.502670288086,27.3280226309859,8.576287404,1.893218083,0.598873944069763,0.740740740740741,0.210522370839448,2.04433727264404,2.40912389755249,0.655020892620087,11.8310165405273,4.20511913299561,0.781347751617432,1.20802402496338
"89",90,7477,"CN-JS-FNN",32.75,119.75,0.833669856,0,0.070176995,0,11.49324324,2.017320102,37,0.089618724,0,2.450243089,37,0.052929392,0.0024,1.697733158,37,"CRO","Agriculture","CRO",0,"Cfa","Cf","Agriculture",469.6008382,-0.752509931,"CRO","",90,27,52,20,54,1255,30,971,1786,7553.16943359375,1268.37512207031,28,1217,3935.06420898438,3017.007813,1.43020021915436,30,0,0,70,0.0151175811870101,0.740740740740741,79,0.692883561480785,1,142.502670288086,27.3280226309859,8.576287404,1.893218083,0.692883561480785,0.740740740740741,0.210522370839448,2.04433727264404,2.40912389755249,0.655020892620087,11.8310165405273,4.20511913299561,0.781347751617432,1.20802402496338
"90",91,7517,"JP-ANP-TR",36.75,138.75,0.232760691,0,0.129166463,0,13.54631579,3.638838835,19,0.122012493,0,3.387610919,19,0.169981296,0.0036,5.472923663,19,"DBF","Forest","MF",0,"Dfb","Df","T&B FOR",426.0180508,2.085312744,"DBF","",91,16,36,36,41,816,150,1770,725,19621.58203,872.365600585938,71,870,3268.91430664062,3111.28173828125,1.13922739028931,20,78,1,1,0.0220689655172414,2.25,52,1.61557032193519,1543.52307128906,471.123291015625,200.721590038295,4.604177644,2.828936388,1.61557032193519,2.25,0.318387994948493,9.04714775085449,7.47175979614258,3.47393298149109,13.7330188751221,7.84050226211548,3.75390768051147,3.06185221672058
"91",92,7587,"CN-SFC-LARIX15YR",42.75,117.25,0.449791471,0,0.129992025,0,12.56701299,3.669004045,19,0.160668227,6e-04,4.986240765,19,0.102446571,0.029,2.785606755,19,"DNF","Grassland","GRA",0,"Dwb","Dsw","Grassland",268.0734162,-2.20063401,"DNF","",92,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,0.558658694251801,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,0.558658694251801,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"92",93,7587,"CN-SFC-LARIX35YR",42.75,117.25,0.446381007,0,0.118719881,0,12.56701299,3.277886361,23,0.125458187,0,3.506371935,23,0.109118594,0,2.977803464,23,"DNF","Grassland","GRA",0,"Dwb","Dsw","Grassland",268.0734162,-0.52856847,"DNF","",93,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,0.849254876322754,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,0.849254876322754,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"93",94,7587,"CN-SFC-PINUS15YR",42.75,117.25,0.430957443,0,0.119864716,0,12.56701299,3.315628369,16,0.147495769,0,4.370850857,16,0.0857034,0.0029,2.356161937,16,"DNF","Grassland","GRA",0,"Dwb","Dsw","Grassland",268.0734162,-2.01468892,"DNF","",94,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,0.539062533608659,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,0.539062533608659,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"94",95,7587,"CN-SFC-PINUS35YR",42.75,117.25,0.419893534,0,0.129982871,0,12.56701299,3.668668192,19,0.131274964,0,3.716378394,19,0.12408143,0.0019,3.458428519,19,"DNF","Grassland","GRA",0,"Dwb","Dsw","Grassland",268.0734162,-0.257949875,"DNF","",95,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,0.930591062681762,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,0.930591062681762,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"95",96,7678,"CN-NWS-WHEAT",36.75,116.25,1.955939665,0,0.046040959,0,17.322,1.584722943,25,0.05395544,0,1.715242378,25,0.029629827,0.0804,1.344871229,25,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",323.3376079,-0.370371149,"CRO","",96,22,54,17,60,1351,12,536,1676,4041.99267578125,1425.68225097656,14,1347,2480.62353515625,3033.09741210938,1.45436084270477,70,0,0,30,0.013126491646778,0.772727272727273,76,0.784070663277421,29,70.9499969482422,28.7374968224005,4.672858182,1.625783682,0.784070663277421,0.772727272727273,0.169133199663898,1.8515260219574,2.29360198974609,0.819257974624634,11.0795545578003,3.0720956325531,0.806812286376953,0.827243804931641
"96",97,7689,"CN-ANE",40.75,81.25,0.507146874,0,0.084148963,0,22.49925926,2.319820088,27,0.101297442,0,2.753779736,27,0.044120541,0,1.554579999,27,"CRO","Desert","BSV",1,"BWk","B","Desert",166.3123585,-1.199199737,"CRO","",97,17,39,12,67,1388,11,48,1313,354.619750976562,1680.10473632812,7,1440,1988.601563,543.782775878906,0.173140838742256,0,0,0,0,0.0129474485910129,0.705882352941177,56,0.564525905495297,1015,123.053909301758,46.7903327628204,3.270341944,2.141492758,0.564525905495297,0.705882352941177,0.0893917150817643,NA,NA,NA,NA,NA,NA,NA
"97",98,7721,"CN-CBS",42.75,128.75,1.166661321,0.0015,0.080176353,1e-04,14.5,2.229469198,23,0.080333893,0,2.23298428,23,0.079399341,0.012,2.212213079,23,"ENF","Forest","MF",0,"Dwb","Dsw","T&B FOR",449.621051,-0.020771201,"ENF","",98,15,43,31,47,987,86,672,177,7530.6533203125,872.754638671875,62,950,2799.92602539062,3145.55712890625,0.799718201160431,20,78,1,1,0.0847457627118644,2.06666666666667,58,0.990698008406938,829.951477050781,349.395538330078,47.3272122075343,17.2417449,5.847045496,0.990698008406938,2.06666666666667,0.246139376624652,3.91835284233093,4.33092212677002,2.55137991905212,12.3985252380371,8.00996017456055,1.86387372016907,5.64899730682373
"98",99,7868,"CN-SES-CK",42.75,117.25,0.842377509,0.0041,0.1122748,3e-04,9.716666667,3.073288004,12,0.101353744,5e-04,2.755330623,12,0.134253656,2e-04,3.828743049,12,"DNF","Grassland","GRA",0,"Dwb","Dsw","Grassland",268.0734162,1.073412426,"DNF","",99,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,1.38957663266968,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,1.38957663266968,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"99",100,7898,"CN-HBS",37.75,101.25,0.961227531,0,0.132835919,0,2.340208333,3.774844494,48,0.137459461,0,3.953473703,48,0.12655446,0,3.545022838,48,"GRA","Grassland","GRA",0,"ET","E","Grassland",278.0986865,-0.408450865,"GRA","",100,16,42,24,56,1041,61,462,-244,5144.5029296875,958.679138183594,41,1000,1200.52331542969,1533.68566894531,0.504580438137054,90,0,0,10,-0.06557377,1.5,58,0.896685574336802,1541.24975585938,90.8109588623047,32.3130486090892,6.593233542,8.073573116,0.896685574336802,1.5,0.671725095343321,1.18275094032288,2.21137380599976,0.988094329833984,9.82290935516357,7.63201808929443,2.35675144195557,2.94588708877563
"100",101,8007,"CN-XFF-LSS",27.25,118.25,0.693036923,0.0077,0.066153758,6e-04,18.31416667,1.937769519,13,0.059664276,0.0031,1.816011776,13,0.080580885,0.0025,2.23850638,13,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",512.4964391,0.422494604,"ENF","",101,24,37,9,40,1221,49,1809,2155,13178.39453,1305.16394042969,30,1246,4972.306641,3648.70068359375,1.04068088531494,40,56,1,3,0.0111368909512761,0.375,61,1.23264970502042,226.78857421875,159.13053894043,71.6946212637332,7.452160123,2.828882709,1.23264970502042,0.375,0.307923295718511,7.83796834945679,6.3241081237793,2.09427499771118,42.214111328125,2.96888399124146,1.71636033058167,2.465500831604
"101",102,8007,"CN-XFF-LST",27.25,118.25,0.455370092,0.005,0.07689152,1e-04,18.31416667,2.157424599,11,0.077212939,6e-04,2.164370147,11,0.07569392,0.0032,2.131741397,11,"DBF","Forest","MF",0,"Cfa","Cf","T&B FOR",512.4964391,-0.032628751,"DBF","",102,24,37,9,40,1221,49,1809,2155,13178.39453,1305.16394042969,30,1246,4972.306641,3648.70068359375,1.04068088531494,40,56,1,3,0.0111368909512761,0.375,61,0.984924598019786,226.78857421875,159.13053894043,71.6946212637332,7.452160123,2.828882709,0.984924598019786,0.375,0.307923295718511,7.83796834945679,6.3241081237793,2.09427499771118,42.214111328125,2.96888399124146,1.71636033058167,2.465500831604
"102",103,8088,"CN-ASF",24.75,101.25,0.710112059,0.0237,0.169420585,0,11.49791667,5.442322207,24,0.198072117,0,7.247968139,24,0.136499233,0,3.915693015,24,"DBF","Forest","MF",0,"Cwb","Cw","T&B FOR",393.8815149,-3.332275123,"DBF","",103,33,35,23,50,1136,49,973,1998,6527.27490234375,1373.83703613281,34,1178,4234.599609,3118.40942382812,0.737262189388275,40,56,1,3,0.0165165165165165,0.696969696969697,68,0.540246996110588,1807.2939453125,220.805267333984,41.7160230567171,13.93445792,3.932896084,0.540246996110588,0.696969696969697,0.221914995922103,5.8795313835144,6.49464273452759,3.30188393592834,33.4483604431152,8.38863945007324,2.54505205154419,5.93926620483398
"103",104,8097,"CN-LZU-CK",36.25,104.25,0.430401695,7e-04,0.057006204,0,16.06965517,1.768376765,29,0.062212948,0,1.862890803,29,0.045302206,0.0071,1.573058892,29,"GRA","Grassland","GRA",0,"BSk","B","Grassland",183.899524,-0.289831911,"GRA","",104,18,46,27,65,1260,20,321,834,2504.23095703125,1226.55285644531,18,1317,545.227233886719,1120.27990722656,0.724814116954803,90,0,0,10,0.0215827338129496,1.5,64,0.84441819642179,1310.99719238281,79.2117462158203,26.5995169142212,7.375069124,1.532048351,0.84441819642179,1.5,0.252487805855308,NA,NA,NA,NA,NA,NA,1.50463533401489
"104",105,8277,"DE-FB-EA",50.25,12.25,0.276196981,0.0219,0.115669484,0.0015,10.79985714,3.179407445,27,0.095273731,0.0101,2.592797254,27,0.16024239,0.0018,4.965052647,27,"ENF","Forest","MF",0,"Cfb","Cf","T&B FOR",361.191587,2.372255394,"ENF","",105,15,42,24,48,989,72,701,789,9714.044922,753.973205566406,43,942,2933.091797,3058.49267578125,1.77724814414978,25,69,5,1,0.0190114068441065,1.6,57,1.9149405682763,646.996520996094,283.067626953125,65.3184528412133,11.26320122,1.843983915,1.9149405682763,1.6,0.254356179033934,8.3653450012207,4.59188604354858,2.35613322257996,13.0190286636353,4.38640642166138,1.25379705429077,4.46845006942749
"105",106,8277,"DE-FB-QS",50.25,12.25,0.642072704,4e-04,0.098652421,0,10.79985714,2.681896548,27,0.070687335,0.0046,2.027641613,27,0.120250013,0.0012,3.328428035,27,"ENF","Forest","MF",0,"Cfb","Cf","T&B FOR",361.191587,1.300786422,"ENF","",106,15,42,24,48,989,72,701,789,9714.044922,753.973205566406,43,942,2933.091797,3058.49267578125,1.77724814414978,25,69,5,1,0.0190114068441065,1.6,57,1.64152679332489,646.996520996094,283.067626953125,65.3184528412133,11.26320122,1.843983915,1.64152679332489,1.6,0.254356179033934,8.3653450012207,4.59188604354858,2.35613322257996,13.0190286636353,4.38640642166138,1.25379705429077,4.46845006942749
"106",107,8382,"NZ-UOC-CK",-43.03,171.75,0.3550638,0,0.094544011,0,9.893333333,2.573945945,30,0.083465068,2e-04,2.304009075,24,0.104142789,0.0048,2.833259701,24,"GRA","Grassland","GRA",0,"Cfb","Cf","Grassland",374.1677439,0.529250626,"GRA","",107,17,34,35,48,887,138,2410,888,17736.26172,1120.08532714844,69,990,2750.41943359375,2235.16577148438,0.156973540782928,93,1,1,5,0.0191441441441441,2.05882352941176,51,1.22970856831369,819.319641113281,400.958343505859,75.0270045810924,15.63791757,4.650907696,1.22970856831369,2.05882352941176,0.344175404340933,8.39372444152832,6.98857355117798,3.30939245223999,14.0959939956665,5.71987628936768,2.39791226387024,1.94938063621521
"107",108,8405,"US-IA-CT0N",42.75,-95.25,0.278827815,0.1127,0.104616726,0.0014,18.94428571,2.84671944,14,0.100310353,5e-04,2.726731204,14,0.126632391,0.0399,3.547786579,14,"CRO","Agriculture","CRO",0,"Dfa","Df","Agriculture",435.4079947,0.821055375,"CRO","",108,27,45,31,53,1452,26,767,930,6596.42333984375,1187.44946289062,31,1382,2246.140625,2443.917969,0.879631161689758,70,0,0,30,0.0290322580645161,1.14814814814815,72,1.30111342614026,424.501251220703,274.022583007812,39.1858505086583,13.82995617,2.216875999,1.30111342614026,1.14814814814815,0.0948826907425317,4.89091205596924,4.87165498733521,1.68741059303284,12.1726264953613,5.29623746871948,1.45622062683105,1.94852209091187
"108",109,8439,"NL-ODB-DRAIN",52.75,6.25,0.459510556,0,0.092125233,0,10.73314815,2.512434822,54,0.082337299,0,2.278171148,54,0.112288636,0,3.073713265,54,"CSH","Grassland","GRA",0,"Cfb","Cf","Grassland",370.3272708,0.795542116,"CSH","",109,12,20,18,50,1034,79,780,1069,10772.3037109375,760.155334472656,66,1059,3349.63989257812,4542.47900390625,1.16350829601288,94,1,0,5,0.0112254443405051,1.5,32,1.34920208593564,0,412.455657958984,46.6556947496373,10.12758518,1.906266853,1.34920208593564,1.5,0.191535740813758,7.87924432754517,4.2382640838623,2.69652032852173,6.05448150634766,3.23148250579834,1.21521317958832,4.34973430633545
"109",110,8439,"NL-ODB-DRAINDRY",52.75,6.25,0.443660412,0,0.078702721,0,10.73314815,2.196855908,54,0.068215777,0,1.978141505,54,0.111762403,0,3.057580856,54,"CSH","Grassland","GRA",0,"Cfb","Cf","Grassland",370.3272708,1.079439351,"CSH","",110,12,20,18,50,1034,79,780,1069,10772.3037109375,760.155334472656,66,1059,3349.63989257812,4542.47900390625,1.16350829601288,94,1,0,5,0.0112254443405051,1.5,32,1.54568358647325,0,412.455657958984,46.6556947496373,10.12758518,1.906266853,1.54568358647325,1.5,0.191535740813758,7.87924432754517,4.2382640838623,2.69652032852173,6.05448150634766,3.23148250579834,1.21521317958832,4.34973430633545
"110",111,8537,"CN-HBS-10YR",42.75,117.25,0.516078578,7e-04,0.125382708,0,10.52583333,3.503726375,12,0.137948904,0,3.972871133,12,0.109989911,0.0142,3.003862939,12,"DNF","Forest","DNF",0,"Dwb","Dsw","T&B FOR",268.0734162,-0.969008194,"DNF","forest structure:age stand",111,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,0.75609372628498,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,0.75609372628498,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"111",112,8537,"CN-HBS-20YR",42.75,117.25,0.778806605,0,0.118358302,0,10.52583333,3.266055594,12,0.107632651,1e-04,2.933882154,12,0.14250134,3e-04,4.157913577,12,"DNF","Forest","DNF",0,"Dwb","Dsw","T&B FOR",268.0734162,1.224031423,"DNF","forest structure:age stand",112,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,1.41720538138561,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,1.41720538138561,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"112",113,8537,"CN-HBS-45YR",42.75,117.25,0.811212546,4e-04,0.113620223,0,10.52583333,3.114916143,12,0.117592429,0,3.241137321,12,0.104206637,0.0118,2.835069268,12,"DNF","Forest","DNF",0,"Dwb","Dsw","T&B FOR",268.0734162,-0.406068053,"DNF","forest structure:age stand",113,20,33,22,59,1295,34,418,128,3569.3759765625,1142.65295410156,28,1245,1405.56286621094,1819.36535644531,0.908276438713074,70,0,0,30,0.15625,1.1,53,0.87471433241381,1428.738281,265.160552978516,30.3155152574165,9.156267118,3.948867456,0.87471433241381,1.1,0.128224200840141,0.92079097032547,1.60573053359985,0.745789289474487,7.54874229431152,3.19756746292114,1.08637893199921,1.43896579742432
"113",114,8568,"CN-GXS",21.75,104.75,0.450288234,0.0147,0.079335394,0,23.55111111,2.210798899,18,0.083594254,0,2.306987446,18,0.065132623,0.0145,1.918082969,18,"EBF","Forest","EF",0,"Cfa","Cf","T&B FOR",359.403671,-0.388904478,"EBF","",114,29,36,25,49,1164,33,1803,2724,14360.92188,1255.84155273438,32,1213,5088.58740234375,3737.84594726562,0.725503981113434,70,20,5,5,0.0106461086637298,0.862068965517241,65,0.831423236535462,191.950607299805,223.14192199707,45.1539411795012,7.930607059,2.820522703,0.831423236535462,0.862068965517241,0.147887943711596,12.0774726867676,7.35975027084351,2.35904932022095,43.251708984375,3.92374444007874,3.47179698944092,3.56759786605835
"114",115,8665,"CN-ZJ-MSW",30.25,120.25,0.528286374,0.0036,0.110655814,0,15.4725,3.023932523,12,0.11840761,0,3.267666428,12,0.084637423,0.0062,2.33117918,12,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",417.8416568,-0.936487248,"EBF","",115,20,50,14,46,1250,24,1353,2011,10255.9267578125,1281.53088378906,22,1288,3799.42700195312,1997.44482421875,1.34915959835052,80,10,0,10,0.00994530084535057,0.7,70,0.713407941528112,10.5002470016479,161.070953369141,23.4825890281724,10.53824803,3.982094134,0.713407941528112,0.7,0.149002656891197,NA,NA,NA,NA,NA,NA,NA
"115",116,8793,"IT-BG-BIOCHAR",44.75,11.75,0.976782063,4e-04,0.047166655,3e-04,15.18703125,1.602662884,32,0.044006564,6e-04,1.552809149,32,0.057595264,0.0066,1.778824293,32,"CRO","Agriculture","CRO",0,"Cfa","Cf","Agriculture",262.7591746,0.226015144,"CRO","ORCHARD",116,31,50,22,69,1388,19,671,1646,5533.09521484375,1102.6474609375,23,1327,2766.339844,2925.5400390625,1.17598748207092,70,0,0,30,0.0188335358444714,0.709677419354839,81,1.14555242937972,0.500139236450195,183.583190917969,28.3752978590837,8.558986664,1.931842336,1.14555242937972,0.709677419354839,0.103495314058954,2.30822348594666,2.82186198234558,0.800662457942963,12.6708812713623,3.94249868392944,1.25260066986084,1.38268935680389
